unit_id,unit_title,lesson_id,lesson_title,lesson_activity,lesson_activity_name,lesson_notes,lesson_video_id,lesson_objectives,additional_resources
24,Technology for X-Informatics: K-means (Python Track),2,Analysis of 4 Artificial Clusters I,,,assets/slides/Lecture_24.pdf,Srgq9VDg4C8,<p>We present clustering results on the artificial set of 1000 2D points described in previous lesson for 3 choices of cluster  sizes ''small'' ''large'' and ''very large''. We emphasize the SciPy always does 20 independent K means and takes the best result -- an approach to avoiding local minima. We allow this number of independent runs to be changed and in particular set to 1 to generate more interesting erratic results. We define changes in our new K means code that also has two measures of quality allowed. The slides give many results of clustering into 2 4 6 and 8 clusters (there were only 4 real clusters). We show that the ''very small'' case has two very different solutions when clustered into two clusters and use this to discuss functions with multiple minima and a hill between them. The lesson has both discussion of already produced results in slides and interactive use of Python for new runs.</p>,
24,Technology for X-Informatics: K-means (Python Track),3,Analysis of 4 Artificial Clusters II,,,assets/slides/Lecture_24.pdf,rjyAXjA_mOk,<p>We present clustering results on the artificial set of 1000 2D points described in previous lesson for 3 choices of cluster  sizes ''small'' ''large'' and ''very large''. We emphasize the SciPy always does 20 independent K means and takes the best result -- an approach to avoiding local minima. We allow this number of independent runs to be changed and in particular set to 1 to generate more interesting erratic results. We define changes in our new K means code that also has two measures of quality allowed. The slides give many results of clustering into 2 4 6 and 8 clusters (there were only 4 real clusters). We show that the ''very small'' case has two very different solutions when clustered into two clusters and use this to discuss functions with multiple minima and a hill between them. The lesson has both discussion of already produced results in slides and interactive use of Python for new runs.</p>,
24,Technology for X-Informatics: K-means (Python Track),4,Analysis of 4 Artificial Clusters III,,,assets/slides/Lecture_24.pdf,N6QKyrhNVAc,<p>We present clustering results on the artificial set of 1000 2D points described in previous lesson for 3 choices of cluster  sizes ''small'' ''large'' and ''very large''. We emphasize the SciPy always does 20 independent K means and takes the best result -- an approach to avoiding local minima. We allow this number of independent runs to be changed and in particular set to 1 to generate more interesting erratic results. We define changes in our new K means code that also has two measures of quality allowed. The slides give many results of clustering into 2 4 6 and 8 clusters (there were only 4 real clusters). We show that the ''very small'' case has two very different solutions when clustered into two clusters and use this to discuss functions with multiple minima and a hill between them. The lesson has both discussion of already produced results in slides and interactive use of Python for new runs.</p>,
25,Technology for X-Informatics: MapReduce,1,Introduction,,,assets/slides/Lecture_25.pdf,67qFY64aj7g,<p>This introduction uses an analogy to making fruit punch by slicing and blending fruit to illustrate MapReduce. The formal structure of MapReduce and Iterative MapReduce is presented with parallel data flowing from disks through multiple Map and Reduce phases to be inspected by the user</p>,
25,Technology for X-Informatics: MapReduce,2,Advanced Topics I,,,assets/slides/Lecture_25.pdf,lo4movzSyVw,<p>This defines 4 types of MapReduce and the Map Collective model of Qiu. The  Iterative MapReduce model from Indiana University called Twister is described and a few performance measurements on Microsoft Azure are presented.</p>,
25,Technology for X-Informatics: MapReduce,3,Advanced Topics II,,,assets/slides/Lecture_25.pdf,wnanWncQBow,<p>This defines 4 types of MapReduce and the Map Collective model of Qiu. The  Iterative MapReduce model from Indiana University called Twister is described and a few performance measurements on Microsoft Azure are presented.</p>,
26,Technology for X-Informatics: Kmeans and MapReduce Parallelism (Python Track),1,MapReduce Kmeans in Python I,,,assets/slides/Lecture_26.pdf,2El1oL3gKpQ,<p>Geoffrey modifies the SciPy K-means code to support a MapReduce execution style and runs it in this short unit. This illustrates the key ideas of mappers and reducers. With appropriate runtime this code would run in parallel but here the ''parallel'' maps run sequentially. Geoffrey stresses that this simple 2 map version can be generalized to scalable parallelism.</p>,
26,Technology for X-Informatics: Kmeans and MapReduce Parallelism (Python Track),2,MapReduce Kmeans in Python II,,MapReduce Kmeans in Python II,assets/slides/Lecture_26.pdf,LLrTWWdE3T0,<p>Geoffrey modifies the SciPy K-means code to support a MapReduce execution style and runs it in this short unit. This illustrates the key ideas of mappers and reducers. With appropriate runtime this code would run in parallel but here the ''parallel'' maps run sequentially. Geoffrey stresses that this simple 2 map version can be generalized to scalable parallelism.</p>,
27,X-Informatics Case Study: Health Informatics,1,Big Data and Health,,,assets/slides/Lecture_27.pdf,i7volfOVAmY,"<p>This lesson starts with general aspects of Big Data and Health including listing subareas where Big data important. Data sizes are given in  radiology, genomics, personalized medicine, and the Quantified Self movement, with sizes and access to European Bioinformatics Institute.</p>",
27,X-Informatics Case Study: Health Informatics,2,McKinsey Report on the big-data revolution in US health care,,,assets/slides/Lecture_27.pdf,bBoHzRjMEmY,"<p>This lesson covers 9 aspects of the McKinsey report. These are the convergence of multiple positive changes has created a tipping point for innovation; Primary data pools are at the heart of the big data revolution in healthcare; Big data is changing the paradigm: these are the value pathways; Applying early successes at scale could reduce US healthcare costs by $300 billion to $450 billion; Most new big-data applications target consumers and providers across pathways; Innovations are weighted towards influencing individual decision-making levers; Big data innovations use a range of public, acquired, and proprietary data types; Organizations implementing a big data transformation should provide the leadership required for the associated cultural transformation; Companies must develop a range of big data capabilities</p>",
27,X-Informatics Case Study: Health Informatics,3,Microsoft Report on Big Data in Health,,,assets/slides/Lecture_27.pdf,PjffvVgj1PE,"<p>This lesson identifies data sources as Clinical Data, Pharma & Life Science Data, Patient & Consumer Data, Claims & Cost Data and Correlational Data. Three approaches are Live data feed, Advanced analytics and Social analytics.</p>",
27,X-Informatics Case Study: Health Informatics,4,EU Report on Redesigning health in Europe for 2020,,,assets/slides/Lecture_27.pdf,9mbt_ZSs0iw,"<p>This lesson summarizes an EU Report on Redesigning health in Europe for 2020. The power of data is seen as a lever for change in My Data, My decisions; Liberate the data; Connect up everything; Revolutionize health; and Include Everyone removing the current correlation between health and wealth.</p>",
27,X-Informatics Case Study: Health Informatics,5,Clouds and Health,,,assets/slides/Lecture_27.pdf,9Whkl_UPS5g,<p>This lesson starts with a look at a start up using clouds in Health/Medical informatics. Then we review an online presentation on Healthcare and clouds. Conforming with HIPAA act is important. Advantages of clouds include low cost and ease of anywhere access and convenience of sharing information. Security and privacy are main problem area.</p>,
27,X-Informatics Case Study: Health Informatics,6,"Genomics, Proteomics and Information Visualization I",,,assets/slides/Lecture_27.pdf,r1yENstaAUE,<p>A study of an Azure application with an Excel frontend and a cloud BLAST backend starts this lesson. This is followed by a big data analysis of personal genomics and an analysis of a typical DNA sequencing analytics pipeline. The Protein Sequence Universe is defined and used to motivate Multi dimensional Scaling MDS. Sammon's method is defined and its use illustrated by a metagenomics example. Subtleties in use of MDS include a monotonic mapping of the dissimilarity function. The application to the COG Proteomics dataset is discussed. We note that the MDS approach is related to the well known chisq method and some aspects of nonlinear minimization of chisq (Least Squares) are discussed.</p>,
27,X-Informatics Case Study: Health Informatics,7,"Genomics, Proteomics and Information Visualization II",,,assets/slides/Lecture_27.pdf,_F1Eo6bfN0w,<p>This lesson continues the discussion of the COG Protein Universe introduced in the last lesson. It is shown how Proteomics clusters are clearly seen in the Universe browser. This motivates a side remark on different clustering methods applied to metagenomics. Then we discuss the Generative Topographic Map GTM method that can be used in dimension reduction when original data is in a metric space and is in this case faster than MDS as GTM computational complexity scales like N not N squared as seen in MDS. Examples are given of GTM including an application to topic models in Information Retrieval. Indiana University has developed a deterministic annealing improvement of GTM. 3 separate clusterings are projected for visualization and show very different structure emphasizing the importance of visualizing results of data analytics. The final slide shows  an application of MDS to generate and visualize phylogenetic trees.</p>,
27,X-Informatics Case Study: Health Informatics,8,"Genomics, Proteomics and Information Visualization III",,,assets/slides/Lecture_27.pdf,R1svGGKipkc,<p>This lesson continues the discussion of the COG Protein Universe introduced in the last lesson. It is shown how Proteomics clusters are clearly seen in the Universe browser. This motivates a side remark on different clustering methods applied to metagenomics. Then we discuss the Generative Topographic Map GTM method that can be used in dimension reduction when original data is in a metric space and is in this case faster than MDS as GTM computational complexity scales like N not N squared as seen in MDS. Examples are given of GTM including an application to topic models in Information Retrieval. Indiana University has developed a deterministic annealing improvement of GTM. 3 separate clusterings are projected for visualization and show very different structure emphasizing the importance of visualizing results of data analytics. The final slide shows  an application of MDS to generate and visualize phylogenetic trees.</p>,
28,X-Informatics Case Study: Sensors,1,Internet of Things,,,assets/slides/Lecture_28.pdf,fFMvxYW6Yu0,"<p>There are predicted to be 24-50 Billion devices on the Internet by 2020; these are typically some sort of sensor defined as any source or sink of time series data. Sensors include smartphones, webcams, monitors of machine operation, barcodes, surveillance cameras, scientific sensors (especially in earth and environmental science), drones and self driving cars and more generally transportation systems. The lesson gives many examples of distributed sensors, which form a Grid that is controlled by a cloud.</p>",
28,X-Informatics Case Study: Sensors,2,Sensor Clouds,,,assets/slides/Lecture_28.pdf,0egT1FsVGrU,<p>Geoffrey describes the architecture of a Sensor Cloud control environment and gives example of interface to an older version of it. The performance of system is measured in terms of processing latency as a function of number of involved sensors with each delivering data at 1.8 Mbps rate.</p>,
28,X-Informatics Case Study: Sensors,3,Earth/Environment/Polar Science data gathered by Sensors,,,assets/slides/Lecture_28.pdf,CS2gX7axWfI,<p>This lesson gives examples of some sensors in the Earth/Environment/Polar Science field. It starts with material from the CReSIS polar remote sensing project and then looks at the NSF Ocean Observing Initiative and NASA's MODIS or Moderate Resolution Imaging Spectroradiometer instrument on a satellite.</p>,
28,X-Informatics Case Study: Sensors,4,Ubiquitous/Smart Cities,,,assets/slides/Lecture_28.pdf,MFFIItQ3SOo,<p>For Ubiquitous/Smart cities we give two examples: Iniquitous Korea and smart electrical grids</p>,
28,X-Informatics Case Study: Sensors,5,U-Korea(U=Ubiquitous),,,assets/slides/Lecture_28.pdf,wdot23r4YKs,"<p>Korea has an interesting positioning where it is first worldwide in broadband access per capita, e-government, scientific literacy and total working hours. However it is far down in measures like quality of life and GDP. U-Korea aims to improve the latter by Pervasive computing, everywhere, anytime i.e. by spreading sensors everywhere. The example of a 'High-Tech Utopia' New Songdo is given.</p>",
28,X-Informatics Case Study: Sensors,6,Smart Grid,,,assets/slides/Lecture_28.pdf,m3eX8act0GU,"<p>The electrical Smart Grid aims to enhance USA's aging electrical infrastructure by pervasive deployment of sensors and the integration of their measurement in a cloud or equivalent server infrastructure. A variety of new instruments include smart meters, power monitors, and measures of solar irradiance, wind speed, and temperature. One goal is autonomous local power units where good use is made of waste heat.</p>",
29,X-Informatics Case Study: Radar,1,Introduction,,,assets/slides/Lecture_29.pdf,LXOncC2AhsI,"<p>This unit motivates radar-informatics by building on previous discussions on why X-applications are growing in data size and why analytics are necessary for acquiring knowledge from large data. The unit details three mosaics of a changing Greenland ice sheet and provides a concise overview to subsequent lessons by detailing explaining how other remote sensing technologies, such as the radar, can be used to sound the polar ice sheets and what we are doing with radar images to extract knowledge to be incorporated into numerical models.</p>",
29,X-Informatics Case Study: Radar,2,Remote Sensing,,,assets/slides/Lecture_29.pdf,TTrm9rmZySQ,"<p>This explains the basics of remote sensing, the characteristics of remote sensors and remote sensing applications. Emphasis is on image acquisition and data collection in the electromagnetic spectrum.</p>",
29,X-Informatics Case Study: Radar,3,Ice Sheet Science,,,assets/slides/Lecture_29.pdf,rDpjMLguVBc,"<p>This unit provides a brief understanding on why melt water at the base of the ice sheet can be detrimental and why it’s important for sensors to sound the bedrock.</p>",
29,X-Informatics Case Study: Radar,4,Global Climate Change,,,assets/slides/Lecture_29.pdf,f9hzzJX0qDs,"<p>This unit provides an understanding and the processes for the greenhouse effect, how warming effects the Polar Regions, and the implications of a rise in sea level.</p>",
29,X-Informatics Case Study: Radar,5,Radio Overview,,,assets/slides/Lecture_29.pdf,PuI7F-RMKCI,"<p>This unit provides an elementary introduction to radar and its importance to remote sensing, especially to acquiring information about Greenland and Antarctica.</p>",
29,X-Informatics Case Study: Radar,6,Radio Informatics,,,assets/slides/Lecture_29.pdf,q3Pwyt49syE,"<p>This unit focuses on the use of sophisticated computer vision algorithms, such as active contours and a hidden markov model to support data analysis for extracting layers, so ice sheet models can accurately forecast future changes in climate.</p>",
